step,timestep,similarity,threshold,threshold_passed,should_skip,action,skip_streak,feature_bytes,prepare_ms,pynq_total_ms,kernel_ms,server_ms,round_trip_ms,unet_ms,scheduler_ms,step_total_ms
32,689,0.9995113645214655,0.999,1,1,SKIP,2,4096,0.22259999968810007,1.7015999983414076,0.557,0.594,1.4789999986533076,0.0,0.5390000005718321,2.5282999995397404
33,679,0.9989604037162666,0.999,0,0,UNET,0,4096,0.19890000112354755,1.7490000027464703,0.611,0.648,1.5501000016229227,117.15180000464898,0.4983000035281293,119.80819999735104
34,669,0.9998262784498779,0.999,1,1,SKIP,1,4096,0.19690000044647604,1.8250000066473149,0.559,0.596,1.6281000062008388,0.0,0.3969999961555004,2.5004999988595955
35,659,0.9994921599226757,0.999,1,1,SKIP,2,4096,0.15600000187987462,1.5702000018791296,0.551,0.586,1.414199999999255,0.0,0.5597000053967349,2.345299995795358
36,649,0.9989085639582529,0.999,0,0,UNET,0,4096,0.2086000022245571,1.6881000046851113,0.6,0.637,1.4795000024605542,112.72099999769125,0.48320000496460125,115.27989999740385
37,639,0.9998217574851973,0.999,1,1,SKIP,1,4096,0.18670000281417742,1.7590000061318278,0.555,0.591,1.5723000033176504,0.0,0.37149999843677506,2.4583999984315597
38,629,0.9994688045755897,0.999,1,1,SKIP,2,4096,0.14310000551631674,1.556600007461384,0.553,0.589,1.4135000019450672,0.0,0.3510999958962202,2.0944000061717816
39,619,0.9988664386262316,0.999,0,0,UNET,0,4096,0.11870000162161887,1.5788999953656457,0.596,0.632,1.4601999937440269,110.5297000030987,0.5013999980292283,112.99650000000838
40,609,0.9998214903758328,0.999,1,1,SKIP,1,4096,0.2026999936788343,1.7432999884476885,0.555,0.593,1.5405999947688542,0.0,0.3963000053772703,2.3958000019774772
41,599,0.9994542113973719,0.999,1,1,SKIP,2,4096,0.14509999891743064,1.6242999990936369,0.555,0.592,1.4792000001762062,0.0,0.40050000097835436,2.2227999943424948
42,589,0.9988337713963636,0.999,0,0,UNET,0,4096,0.16940000205067918,1.6650000034132972,0.605,0.641,1.495600001362618,108.99059999792371,0.5033999987062998,111.53890000423416
43,579,0.9998230913989293,0.999,1,1,SKIP,1,4096,0.1990000018849969,1.713400000880938,0.554,0.59,1.5143999989959411,0.0,0.3991999983554706,2.3648999995202757
44,569,0.9994516908903207,0.999,1,1,SKIP,2,4096,0.14870000450173393,1.590500003658235,0.557,0.593,1.4417999991565011,0.0,0.37680000241380185,2.1836000014445744
45,559,0.9988329645543956,0.999,0,0,UNET,0,4096,0.14250000094762072,1.625099997909274,0.603,0.638,1.4825999969616532,107.01020000124117,0.753100001020357,109.91169999761041
46,549,0.999824135699565,0.999,1,1,SKIP,1,4096,0.24140000459738076,1.7459000082453713,0.557,0.595,1.5045000036479905,0.0,0.5237000004854053,2.531099999032449
47,539,0.9994514361996635,0.999,1,1,SKIP,2,4096,0.19350000366102904,1.6436000078101642,0.554,0.589,1.4501000041491352,0.0,0.5404000039561652,2.4367000005440786
48,529,0.9988431511530769,0.999,0,0,UNET,0,4096,0.17659999866737053,1.6456999946967699,0.605,0.641,1.4690999960293993,107.94840000016848,0.4745999976876192,110.46530000021448
49,519,0.9998244984598611,0.999,1,1,SKIP,1,4096,0.21120000019436702,1.6829999949550256,0.56,0.597,1.4717999947606586,0.0,0.3496999997878447,2.2614999979850836
50,509,0.9994519262814017,0.999,1,1,SKIP,2,4096,0.11519999679876491,1.5163999996730126,0.557,0.593,1.4012000028742477,0.0,0.5717000021832064,2.3079000020516105
51,500,0.9989117966133992,0.999,0,0,UNET,0,4096,0.15500000154133886,1.6152000025613233,0.601,0.638,1.4602000010199845,108.30549999809591,0.47030000132508576,110.76000000321073
52,490,0.9998284538486946,0.999,1,1,SKIP,1,4096,0.1959000001079403,1.7719999959808774,0.559,0.595,1.5760999958729371,0.0,0.5622999960905872,2.5785999969230033
53,480,0.9994654007315182,0.999,1,1,SKIP,2,4096,0.17520000255899504,1.6024000069592148,0.561,0.598,1.4272000044002198,0.0,0.47730000369483605,2.289199997903779
54,470,0.9988748545530785,0.999,0,0,UNET,0,4096,0.15410000196425244,1.6289999985019676,0.606,0.643,1.4748999965377152,109.45019999780925,0.6559999965247698,112.15870000160066
55,460,0.9998277959656112,0.999,1,1,SKIP,1,4096,0.24440000561298802,1.778700010618195,0.556,0.592,1.534300005005207,0.0,0.39709999691694975,2.438099996652454
56,450,0.9994885071384939,0.999,1,1,SKIP,2,4096,0.16370000230381265,1.5826000017113984,0.552,0.587,1.4188999994075857,0.0,0.5232000039541163,2.3149999979068525
57,440,0.9989015455602392,0.999,0,0,UNET,0,4096,0.16540000069653615,1.653699997405056,0.609,0.646,1.4882999967085198,108.79500000010012,0.6238000059965998,111.48220000177389
58,430,0.9998338249424206,0.999,1,1,SKIP,1,4096,0.23299999884329736,1.7547000024933368,0.557,0.594,1.5217000036500394,0.0,0.5583000020124018,2.571599994553253
59,420,0.9995007439459923,0.999,1,1,SKIP,2,4096,0.1860999982454814,1.5940999946906231,0.553,0.59,1.4079999964451417,0.0,0.338099998771213,2.1271000005071983
60,410,0.9989527004405168,0.999,0,0,UNET,0,4096,0.12350000179139897,1.6027000019676052,0.604,0.64,1.4792000001762062,108.28610000316985,0.48099999548867345,110.79710000194609
61,400,0.9998291873191987,0.999,1,1,SKIP,1,4096,0.19249999604653567,1.6660999972373247,0.557,0.592,1.473600001190789,0.0,0.4177000009804033,2.329300004930701
62,390,0.9995082943409348,0.999,1,1,SKIP,2,4096,0.14139999984763563,1.651099999435246,0.556,0.593,1.5096999995876104,0.0,0.3741000036825426,2.2525000022142194
63,380,0.9989822833562871,0.999,0,0,UNET,0,4096,0.15929999790387228,1.6323999952874146,0.601,0.637,1.4730999973835424,107.92329999821959,0.49109999963548034,110.42070000257809
64,370,0.9998355739389445,0.999,1,1,SKIP,1,4096,0.22929999977350235,1.721100001304876,0.561,0.598,1.4918000015313737,0.0,0.5458000014186837,2.531700003601145
65,360,0.9995340302385766,0.999,1,1,SKIP,2,4096,0.18819999968400225,1.5830000047571957,0.55,0.586,1.3948000050731935,0.0,0.5644999982905574,2.4164000060409307
66,350,0.9990323608811594,0.999,1,1,SKIP,3,4096,0.15219999477267265,1.5540999957011081,0.556,0.592,1.4019000009284355,0.0,0.49980000039795414,2.26459999976214
67,340,0.9983444892031064,0.999,0,0,UNET,0,4096,0.16659999528201297,1.686199990217574,0.601,0.637,1.519599994935561,106.68759999680333,0.4850000041187741,109.23869999533053
68,330,0.9998429278736893,0.999,1,1,SKIP,1,4096,0.19980000070063397,1.8104999981005676,0.635,0.676,1.6106999973999336,0.0,0.37960000190651044,2.429899999697227
69,320,0.9995748178111309,0.999,1,1,SKIP,2,4096,0.16660000255797058,1.5783999988343567,0.556,0.593,1.411799996276386,0.0,0.37090000114403665,2.1647999965352938
70,310,0.9991044301388332,0.999,1,1,SKIP,3,4096,0.17069999739760533,1.5724999975645915,0.546,0.582,1.4018000001669861,0.0,0.37039999733678997,2.1471000000019558
71,300,0.998493016165549,0.999,0,0,UNET,0,4096,0.14120000560069457,1.5893000017968006,0.587,0.624,1.448099996196106,107.64140000537736,0.654199997370597,110.29010000493145
72,290,0.9998442446880278,0.999,1,1,SKIP,1,4096,0.2506000018911436,1.7520000037620775,0.543,0.581,1.501400001870934,0.0,0.5258000019239262,2.535299994633533
73,280,0.9995993118949649,0.999,1,1,SKIP,2,4096,0.17669999942881986,1.5741000024718232,0.541,0.578,1.3974000030430034,0.0,0.5696000007446855,2.4938999995356426
74,270,0.9991841379742141,0.999,1,1,SKIP,3,4096,0.16560000221943483,1.5946000057738274,0.537,0.574,1.4290000035543926,0.0,0.35149999894201756,2.140500000678003
75,260,0.9985898400609851,0.999,0,0,UNET,0,4096,0.12360000255284831,1.5634000083082356,0.586,0.621,1.4398000057553872,107.37700000026962,0.6772999986424111,110.01329999999143
76,250,0.9998490173485383,0.999,1,1,SKIP,1,4096,0.2890999967348762,1.7928999950527214,0.549,0.587,1.5037999983178452,0.0,0.37319999682949856,2.4094000036711805
77,240,0.9996257227829086,0.999,1,1,SKIP,2,4096,0.1281000004382804,1.55310000263853,0.545,0.582,1.4250000022002496,0.0,0.5458000014186837,2.3079000020516105
78,230,0.999244430324838,0.999,1,1,SKIP,3,4096,0.16200000391108915,1.5469999998458661,0.541,0.578,1.384999995934777,0.0,0.35489999572746456,2.1102000027894974
79,220,0.9987183408252264,0.999,0,0,UNET,0,4096,0.11520000407472253,1.6230000110226683,0.592,0.628,1.5078000069479458,108.29440000088653,0.4902000000583939,110.7823999991524
80,210,0.9998572556055618,0.999,1,1,SKIP,1,4096,0.1847000021371059,1.7025000051944517,0.551,0.588,1.5178000030573457,0.0,0.3577999959816225,2.276999999594409
81,200,0.9996442626974583,0.999,1,1,SKIP,2,4096,0.13939999917056412,1.5459999995073304,0.543,0.579,1.4066000003367662,0.0,0.3389999983482994,2.0874000038020313
82,190,0.9992912594119717,0.999,1,1,SKIP,3,4096,0.12969999806955457,1.5086999992490746,0.544,0.582,1.37900000117952,0.0,0.3437000050325878,2.0143000001553446
83,180,0.9988125324028758,0.999,0,0,UNET,0,4096,0.10769999789772555,1.5420999989146367,0.588,0.625,1.4344000010169111,106.38509999989765,0.6474999972851947,108.95170000003418
84,170,0.9998597615093009,0.999,1,1,SKIP,1,4096,0.30500000138999894,1.8238999982713722,0.546,0.584,1.5188999968813732,0.0,0.35880000359611586,2.425099999527447
85,160,0.9996627627999455,0.999,1,1,SKIP,2,4096,0.13519999629352242,1.5467999983229674,0.547,0.583,1.411600002029445,0.0,0.377499993192032,2.24569999409141
86,150,0.9993413540593286,0.999,1,1,SKIP,3,4096,0.12209999840706587,1.520699996035546,0.546,0.581,1.3985999976284802,0.0,0.4783000040333718,2.205899996624794
87,140,0.9988828935407587,0.999,0,0,UNET,0,4096,0.145800004247576,1.6094000020530075,0.587,0.624,1.4635999978054315,107.86219999863533,0.5009000014979392,110.46300000452902
88,130,0.9998605734903588,0.999,1,1,SKIP,1,4096,0.19459999748505652,1.6980999935185537,0.544,0.582,1.5034999960334972,0.0,0.36869999894406646,2.2849000015412457
89,120,0.9996735877150419,0.999,1,1,SKIP,2,4096,0.13219999527791515,1.5391999986604787,0.545,0.582,1.4070000033825636,0.0,0.3834000017377548,2.122999998391606
90,110,0.9993646360299309,0.999,1,1,SKIP,3,4096,0.11999999696854502,1.5148999955272302,0.54,0.577,1.3948999985586852,0.0,0.3547999949660152,2.040100000158418
91,100,0.9989243594543963,0.999,0,0,UNET,0,4096,0.11699999595293775,1.6200000027311035,0.591,0.627,1.5030000067781657,107.14500000176486,0.6347000016830862,109.79560000123456
92,90,0.9998587002169336,0.999,1,1,SKIP,1,4096,0.3317000009701587,1.8296000052941963,0.547,0.585,1.4979000043240376,0.0,0.4721000004792586,2.5338999985251576
93,80,0.9996687347277281,0.999,1,1,SKIP,2,4096,0.16740000137360767,1.5851000061957166,0.542,0.579,1.417700004822109,0.0,0.34219999361084774,2.156700000341516
94,70,0.9993490415490849,0.999,1,1,SKIP,3,4096,0.10599999950500205,1.5034000025480054,0.544,0.582,1.3974000030430034,0.0,0.3192000003764406,1.9775999971898273
95,60,0.9988865775196986,0.999,0,0,UNET,0,4096,0.11390000145183876,1.5536999999312684,0.585,0.62,1.4397999984794296,106.46819999965373,0.6283999973675236,109.01480000029551
96,50,0.9998538643074084,0.999,1,1,SKIP,1,4096,0.22900000476511195,1.7084000064642169,0.552,0.587,1.479400001699105,0.0,0.35769999522017315,2.3053999975672923
97,40,0.9996320205539347,0.999,1,1,SKIP,2,4096,0.14070000179344788,1.527899999928195,0.544,0.58,1.3871999981347471,0.0,0.3219999998691492,2.0252000031177886
98,30,0.9992291452241524,0.999,1,1,SKIP,3,4096,0.11729999823728576,1.5893000017968006,0.548,0.584,1.4720000035595149,0.0,0.38919999497011304,2.2272999995038845
99,20,0.9985834364944927,0.999,0,0,UNET,0,4096,0.1247000036528334,1.5743999974802136,0.588,0.625,1.4496999938273802,106.80560000037076,0.6303000045591034,109.41139999340521
100,10,0.9998219156994338,0.999,1,1,SKIP,1,4096,0.2373000024817884,1.7573000004631467,0.545,0.583,1.5199999979813583,0.0,0.2777999980025925,2.285099995788187
