step,timestep,similarity,threshold,threshold_passed,should_skip,action,skip_streak,feature_bytes,prepare_ms,pynq_total_ms,kernel_ms,server_ms,round_trip_ms,unet_ms,scheduler_ms,step_total_ms
27,739,0.9994456049174475,0.999,1,0,UNET,0,32768,0.1771000024746172,2.289500003826106,0.967,0.998,2.1124000013514888,106.92810000182362,0.5008000007364899,110.13240000102087
28,729,0.999961294441661,0.999,1,1,SKIP,1,32768,0.17730000035953708,2.4367000005440786,0.97,0.998,2.2594000001845416,0.0,0.42329999996582046,3.15989999944577
29,719,0.9998451541581392,0.999,1,1,SKIP,2,32768,0.14250000094762072,2.323100001376588,0.96,0.988,2.180600000428967,0.0,0.45680000039283186,3.054999997402774
30,709,0.9996454032905803,0.999,1,1,SKIP,3,32768,0.21500000002561137,2.3542999988421798,0.961,0.989,2.1392999988165684,0.0,0.40749999971012585,3.0194000028131995
31,699,0.9993561645491361,0.999,1,0,UNET,0,32768,0.11960000119870529,2.2649999991699588,0.956,0.987,2.1453999979712535,106.00070000145934,1.12989999979618,110.0321999983862
32,689,0.9999597960098621,0.999,1,1,SKIP,1,32768,0.22570000146515667,2.572300003521377,0.973,1.001,2.3466000020562205,0.0,0.734499997633975,3.6112999987381045
33,679,0.9998369569382347,0.999,1,1,SKIP,2,32768,0.19350000002305023,2.366000000620261,0.957,0.985,2.1725000005972106,0.0,0.3695999985211529,2.958500001113862
34,669,0.9996253401452293,0.999,1,1,SKIP,3,32768,0.12419999984558672,2.1550000019487925,0.956,0.983,2.0308000021032058,0.0,0.3662999988591764,2.7439999976195395
35,659,0.9993193054104863,0.999,1,0,UNET,0,32768,0.12100000094505958,2.2409000011975877,0.956,0.987,2.119900000252528,106.28780000115512,0.9761999972397462,110.12990000017453
36,649,0.9999518063176495,0.999,1,1,SKIP,1,32768,0.23670000155107118,2.5920000007317867,0.965,0.993,2.3552999991807155,0.0,0.703499998053303,3.7879999981669243
37,639,0.9998056348573677,0.999,1,1,SKIP,2,32768,0.18389999968349002,2.4832999988575466,1.044,1.072,2.2993999991740566,0.0,0.37629999860655516,3.1441999999515247
38,629,0.9995554518654093,0.999,1,1,SKIP,3,32768,0.11550000272109173,2.3148000036599115,0.953,0.98,2.1993000009388197,0.0,0.35540000317269005,2.8759999986505136
39,619,0.9991955238476422,0.999,1,0,UNET,0,32768,0.11680000170599669,2.1333000040613115,0.949,0.98,2.016500002355315,108.26420000012149,0.496299999213079,111.30219999904511
40,609,0.9999441050925791,0.999,1,1,SKIP,1,32768,0.5449999989650678,2.756799996859627,0.957,0.985,2.211799997894559,0.0,0.5393999999796506,3.600899999582907
41,599,0.999775128854758,0.999,1,1,SKIP,2,32768,0.14480000027106144,2.395999999862397,0.959,0.986,2.2511999995913357,0.0,0.37960000190651044,3.0097999988356605
42,589,0.9994866847124363,0.999,1,1,SKIP,3,32768,0.12240000069141388,2.278600000863662,0.962,0.99,2.156200000172248,0.0,0.3403000009711832,2.8232999975443818
43,579,0.9990727453359051,0.999,1,0,UNET,0,32768,0.11900000026798807,2.2657000008621253,0.95,0.98,2.1467000005941372,106.21360000004643,0.8703000021341722,109.9041000015859
44,569,0.9999380097978992,0.999,1,1,SKIP,1,32768,0.22220000028028153,2.4314000002050307,0.955,0.983,2.209199999924749,0.0,0.37960000190651044,3.093100000114646
45,559,0.999749633175072,0.999,1,1,SKIP,2,32768,0.13469999976223335,2.346699999179691,0.961,0.989,2.2119999994174577,0.0,0.7315000002563465,3.70900000052643
46,549,0.9994284336856165,0.999,1,1,SKIP,3,32768,0.18260000069858506,2.2921999989193864,0.954,0.981,2.1095999982208014,0.0,0.36550000004353933,2.8827000023738947
47,539,0.9989682241044328,0.999,0,0,UNET,0,32768,0.1253000009455718,2.1817000015289523,0.954,0.983,2.0564000005833805,106.94969999894965,0.815100000181701,110.50300000351854
48,529,0.999932077360791,0.999,1,1,SKIP,1,32768,0.2153999994334299,2.455300000292482,0.959,0.987,2.239900000859052,0.0,0.6957000005058944,3.513399999064859
49,519,0.9997247951421091,0.999,1,1,SKIP,2,32768,0.19740000061574392,2.42910000088159,0.95,0.978,2.231700000265846,0.0,0.5119000015838537,3.2167999997909646
50,509,0.9993717213169298,0.999,1,1,SKIP,3,32768,0.2915999975812156,2.481799998349743,0.954,0.981,2.1902000007685274,0.0,0.3772000018216204,3.057099998841295
51,500,0.9989244036376915,0.999,0,0,UNET,0,32768,0.11649999942164868,2.213200001278892,0.951,0.981,2.0967000018572435,106.01840000163065,1.269999997020932,110.20030000145198
52,490,0.9999266524220485,0.999,1,1,SKIP,1,32768,0.2055000004475005,2.398099997662939,0.959,0.987,2.1925999972154386,0.0,0.9651000000303611,3.881699998601107
53,480,0.9997021899663804,0.999,1,1,SKIP,2,32768,0.18810000256053172,2.3463000034098513,0.951,0.979,2.1582000008493196,0.0,0.3583999969123397,2.9418000012810808
54,470,0.9993203984482164,0.999,1,1,SKIP,3,32768,0.11050000102841295,2.190100003645057,0.952,0.979,2.079600002616644,0.0,0.7036000024527311,3.219999998691492
55,460,0.9987753833741825,0.999,0,0,UNET,0,32768,0.16740000137360767,2.2868999985803384,0.948,0.978,2.1194999972067308,108.10209999908693,0.483600000734441,111.31009999735397
56,450,0.9999196243050161,0.999,1,1,SKIP,1,32768,0.1644000003580004,2.4558999975852203,0.955,0.983,2.29149999722722,0.0,0.5554000017582439,3.5596999987319577
57,440,0.9996743304235007,0.999,1,1,SKIP,2,32768,0.16709999908925965,2.3717000003671274,0.955,0.983,2.2046000012778677,0.0,0.5181000014999881,3.1997999976738356
58,430,0.9992580183438569,0.999,1,1,SKIP,3,32768,0.21639999977196567,2.3053999975672923,0.947,0.975,2.0889999977953266,0.0,0.4002999994554557,2.9456999982357956
59,420,0.9986645254794624,0.999,0,0,UNET,0,32768,0.1274999995075632,2.219499998318497,0.947,0.976,2.091999998810934,106.17110000021057,0.676499999826774,109.47840000153519
60,410,0.999913053208234,0.999,1,1,SKIP,1,32768,0.25919999825418927,2.453999997669598,0.961,0.988,2.194799999415409,0.0,0.39370000013150275,3.1092000026546884
61,400,0.9996477714674195,0.999,1,1,SKIP,2,32768,0.12729999798466451,2.248299995699199,0.958,0.986,2.1209999977145344,0.0,0.3614999986893963,2.8344000020297244
62,390,0.9991980885106913,0.999,1,1,SKIP,3,32768,0.13869999747839756,2.2336999973049387,0.949,0.977,2.094999999826541,0.0,0.40919999810284935,3.145400001812959
63,380,0.9985582803254031,0.999,0,0,UNET,0,32768,0.12109999806853011,2.240099995105993,0.956,0.985,2.118999997037463,107.00389999692561,0.8792999979050364,110.6194999993022
64,370,0.9999066415310954,0.999,1,1,SKIP,1,32768,0.21219999689492397,2.3928999980853405,0.955,0.983,2.1807000011904165,0.0,0.3909999977622647,3.075099997658981
65,360,0.9996220295019692,0.999,1,1,SKIP,2,32768,0.12320000314502977,2.3935000026540365,1.023,1.052,2.2702999995090067,0.0,0.374700000975281,2.993999998579966
66,350,0.9991400151412781,0.999,1,1,SKIP,3,32768,0.14029999874765053,2.280500000779284,0.951,0.979,2.1402000020316336,0.0,0.49619999845162965,3.013200002897065
67,340,0.9984547257576064,0.999,0,0,UNET,0,32768,0.13760000001639128,2.309100000275066,0.953,0.982,2.171500000258675,105.6404000009934,0.6604000009247102,109.04839999784599
68,330,0.999900467237038,0.999,1,1,SKIP,1,32768,0.21550000019487925,2.3773000029905234,0.958,0.986,2.161800002795644,0.0,0.35910000224248506,2.982699999847682
69,320,0.9995970193351734,0.999,1,1,SKIP,2,32768,0.09760000102687627,2.2081999995862134,0.952,0.978,2.110599998559337,0.0,0.36729999919771217,2.8024000021105167
70,310,0.9990835966794492,0.999,1,1,SKIP,3,32768,0.09730000238050707,2.3476000023947563,0.958,0.985,2.2503000000142492,0.0,0.3447999988566153,2.905299999838462
71,300,0.998354008538634,0.999,0,0,UNET,0,32768,0.09720000161905773,2.0893000000796746,0.942,0.971,1.992099998460617,108.1266000001051,0.6250999977055471,111.26539999895613
72,290,0.9998945496872998,0.999,1,1,SKIP,1,32768,0.20450000010896474,2.405999999609776,0.957,0.984,2.201499999500811,0.0,0.5445000024337787,3.231200000300305
73,280,0.9995728677782332,0.999,1,1,SKIP,2,32768,0.15690000145696104,2.270400000270456,0.95,0.977,2.113499998813495,0.0,0.34899999809567817,2.854099999240134
74,270,0.9990284871316393,0.999,1,1,SKIP,3,32768,0.12029999925289303,2.2108999983174726,0.955,0.983,2.0905999990645796,0.0,0.3440000000409782,2.7346999995643273
75,260,0.998255016069992,0.999,0,0,UNET,0,32768,0.3264999977545813,2.4206999987654854,0.951,0.981,2.094200001010904,107.73259999768925,0.47540000014123507,111.03390000062063
76,250,0.9998893548970379,0.999,1,1,SKIP,1,32768,0.17729999672155827,2.375799995206762,0.96,0.988,2.198499998485204,0.0,0.3761999978451058,3.0428999998548534
77,240,0.9995509997570313,0.999,1,1,SKIP,2,32768,0.14200000077835284,2.2337000009429175,0.961,0.988,2.0917000001645647,0.0,0.6001999972795602,3.103999999439111
78,230,0.998978007601614,0.999,0,0,UNET,0,32768,0.10850000035134144,2.2069000006013084,0.956,0.986,2.098400000249967,106.92500000004657,0.45510000200010836,109.96030000023893
79,220,0.9998849438338331,0.999,1,1,SKIP,1,32768,0.1702999979897868,2.3543999959656503,0.955,0.983,2.1840999979758635,0.0,0.33939999775611795,2.9404000015347265
80,210,0.9995330421056661,0.999,1,1,SKIP,2,32768,0.11539999832166359,2.198799997131573,0.96,0.987,2.0833999988099094,0.0,0.3332999986014329,2.7073000019299798
81,200,0.9989364298584175,0.999,0,0,UNET,0,32768,0.09280000085709617,2.112500002112938,0.947,0.976,2.019700001255842,106.18419999809703,0.707800001691794,109.44229999950039
82,190,0.9998810538692399,0.999,1,1,SKIP,1,32768,0.1919999995152466,2.3677999997744337,0.956,0.984,2.175800000259187,0.0,0.5104000010760501,3.1674999991082586
83,180,0.9995157802664797,0.999,1,1,SKIP,2,32768,0.15979999807314016,2.4071999978332315,0.999,1.029,2.2473999997600913,0.0,0.5142000009072945,3.1727999994473066
84,170,0.9988947898817597,0.999,0,0,UNET,0,32768,0.15669999993406236,2.2285999984887894,0.954,0.983,2.071899998554727,106.06039999765926,0.8605000002717134,109.60419999901205
85,160,0.999877261671973,0.999,1,1,SKIP,1,32768,0.3071000028285198,2.5525000019115396,0.959,0.986,2.24539999908302,0.0,0.3947000004700385,3.274899998359615
86,150,0.9994979055188439,0.999,1,1,SKIP,2,32768,0.12080000306013972,2.30780000492814,0.953,0.98,2.1870000018680003,0.0,0.3904000004695263,2.9560000002675224
87,140,0.9988496480410249,0.999,0,0,UNET,0,32768,0.12769999739248306,2.299499996297527,0.95,0.98,2.171799998905044,107.4719999996887,0.4526999982772395,110.59639999803039
88,130,0.9998718369913638,0.999,1,1,SKIP,1,32768,0.3590000014810357,2.6811999996425584,1.044,1.073,2.3221999981615227,0.0,0.500300000567222,3.458499999396736
89,120,0.9994724265014027,0.999,1,1,SKIP,2,32768,0.14209999790182337,2.2478999962913804,0.951,0.978,2.105799998389557,0.0,0.4578000007313676,2.9417000005196314
90,110,0.9987840265159049,0.999,0,0,UNET,0,32768,0.13720000060857274,2.3326000009546988,0.954,0.983,2.195400000346126,106.25470000013593,0.6780000003345776,109.68180000054417
91,100,0.9998633138245457,0.999,1,1,SKIP,1,32768,0.22499999977299012,2.406799998425413,0.958,0.985,2.181799998652423,0.0,0.36779999936698005,3.0796000028203707
92,90,0.9994309828458491,0.999,1,1,SKIP,2,32768,0.13159999798517674,2.3321999979089014,0.947,0.974,2.2005999999237247,0.0,0.5627999998978339,3.302200002508471
93,80,0.9986738733050151,0.999,0,0,UNET,0,32768,0.1785000022209715,2.3598000007041264,0.953,0.983,2.181299998483155,106.0116000007838,0.4589000018313527,109.19030000150087
94,70,0.9998499532535217,0.999,1,1,SKIP,1,32768,0.17469999875174835,2.448200000799261,0.955,0.983,2.2735000020475127,0.0,0.39029999970807694,3.097400000115158
95,60,0.9993594385929827,0.999,1,1,SKIP,2,32768,0.1446999995096121,2.2576999981538393,0.952,0.979,2.112999998644227,0.0,0.5923000026086811,3.0655000009573996
96,50,0.9984685646326292,0.999,0,0,UNET,0,32768,0.13100000069243833,2.2413000006054062,0.951,0.981,2.110299999912968,106.35259999980917,0.4436999988683965,109.38890000034007
97,40,0.999819727268453,0.999,1,1,SKIP,1,32768,0.17179999849759042,2.3531999977421947,0.952,0.979,2.1813999992446043,0.0,0.528900000063004,3.150399999867659
98,30,0.9991795914757664,0.999,1,1,SKIP,2,32768,0.16010000035748817,2.434400001220638,1.046,1.074,2.2743000008631498,0.0,0.48690000039641745,3.217199999198783
99,20,0.9978733321572916,0.999,0,0,UNET,0,32768,0.10849999671336263,2.2044999968784396,0.953,0.983,2.096000000165077,107.87469999922905,0.44780000098398887,110.90150000018184
100,10,0.9997155207097244,0.999,1,1,SKIP,1,32768,0.1678000007814262,2.3814999985916074,0.957,0.985,2.2136999978101812,0.0,0.3055000015592668,2.940200000011828
