step,timestep,similarity,threshold,threshold_requested,threshold_q15,threshold_phase,adjacent_similarity_ema,threshold_passed,should_skip,action,skip_streak,feature_bytes,prepare_ms,pynq_total_ms,kernel_ms,server_ms,round_trip_ms,unet_ms,scheduler_ms,step_total_ms
37,639,0.999469029531262,0.99957275390625,0.9996,32754,middle,0.9998433195483586,0,0,UNET,0,4096,0.1784999985829927,1.6582999960519373,0.579,0.614,1.4797999974689446,96.23580000334186,0.4757999995490536,98.62229999998817
38,629,0.9998211915180778,0.99957275390625,0.9996,32754,middle,0.9998433195483586,1,1,SKIP,1,4096,0.148899998748675,1.6336999979102984,0.513,0.55,1.4847999991616234,0.0,0.4669999980251305,2.314899997145403
39,619,0.9994559714803402,0.99957275390625,0.9996,32754,middle,0.9998388939423024,0,0,UNET,0,4096,0.14999999984866008,1.637100001971703,0.576,0.612,1.487100002123043,97.30400000262307,0.5504000000655651,99.83819999615662
40,609,0.9998207699509974,0.99957275390625,0.9996,32754,middle,0.9998388939423024,1,1,SKIP,1,4096,0.2055000004475005,1.695400002063252,0.513,0.549,1.4899000016157515,0.0,0.4769000006490387,2.4409000034211203
41,599,0.9994588487952564,0.99957275390625,0.9996,32754,middle,0.9998352691440415,0,0,UNET,0,4096,0.1531999951112084,1.6942000002018176,0.579,0.613,1.5410000050906092,96.57509999669855,0.5244999993010424,99.09799999877578
42,589,0.9998170235853159,0.99957275390625,0.9996,32754,middle,0.9998352691440415,1,1,SKIP,1,4096,0.1899999988381751,1.7036999997799285,0.52,0.555,1.5137000009417534,0.0,0.46180000208551064,2.419900003587827
43,579,0.9994475010419654,0.99957275390625,0.9996,32754,middle,0.9998316200322964,0,0,UNET,0,4096,0.14670000382466242,1.6500000056112185,0.559,0.594,1.503300001786556,96.25900000537513,0.4045000023324974,98.5824000017601
44,569,0.9998163843538883,0.99957275390625,0.9996,32754,middle,0.9998316200322964,1,1,SKIP,1,4096,0.13750000653089955,1.6577000060351565,0.513,0.549,1.520199999504257,0.0,0.4902000000583939,2.381400001468137
45,559,0.9994491085734498,0.99957275390625,0.9996,32754,middle,0.9998285728966149,0,0,UNET,0,4096,0.1520000005257316,1.6458000027341768,0.561,0.597,1.4938000022084452,96.07189999951515,0.40360000275541097,98.37179999885848
46,549,0.9998209480436068,0.99957275390625,0.9996,32754,middle,0.9998285728966149,1,1,SKIP,1,4096,0.12670000432990491,1.6714000084903091,0.516,0.552,1.5447000041604042,0.0,0.5682999981218018,2.692000001843553
47,539,0.9994550100260694,0.99957275390625,0.9996,32754,middle,0.9998270479260134,0,0,UNET,0,4096,0.19440000323811546,1.7045000058715232,0.581,0.615,1.5101000026334077,96.39769999921555,0.7917000039014965,99.44260000338545
48,529,0.9998185594183977,0.99957275390625,0.9996,32754,middle,0.9998270479260134,1,1,SKIP,1,4096,0.3694000042742118,1.7915999997057952,0.513,0.548,1.4221999954315834,0.0,0.6582000060006976,2.774400003545452
49,519,0.9994453007626458,0.99957275390625,0.9996,32754,middle,0.9998253502244904,0,0,UNET,0,4096,0.2055000004475005,1.6623999981675297,0.56,0.595,1.4568999977200292,97.4253000022145,0.7055000023683533,100.10089999559568
50,509,0.9998212104228605,0.99957275390625,0.9996,32754,middle,0.9998253502244904,1,1,SKIP,1,4096,0.21810000180266798,1.684600007138215,0.511,0.546,1.466500005335547,0.0,0.4732000015792437,2.3962999985087663
51,500,0.9995014439822903,0.99957275390625,0.9996,32754,middle,0.9998245222641644,0,0,UNET,0,4096,0.13989999570185319,1.624499993340578,0.582,0.617,1.4845999976387247,96.13779999926919,0.4138000003877096,98.4424999987823
52,490,0.999828418013026,0.99957275390625,0.9996,32754,middle,0.9998245222641644,1,1,SKIP,1,4096,0.17469999875174835,1.6531000001123175,0.51,0.545,1.4784000013605691,0.0,0.5479999963426962,2.4895999958971515
53,480,0.9994668121242674,0.99957275390625,0.9996,32754,middle,0.9998253014139368,0,0,UNET,0,4096,0.1801999969757162,1.6733000011299737,0.581,0.617,1.4931000041542575,96.01239999756217,0.5584999962593429,98.55260000040289
54,470,0.9998282591113364,0.99957275390625,0.9996,32754,middle,0.9998253014139368,1,1,SKIP,1,4096,0.1604999997653067,1.6544000027352013,0.512,0.549,1.4939000029698946,0.0,0.7093000021995977,2.839000000676606
55,460,0.9994782454836816,0.99957275390625,0.9996,32754,middle,0.9998258929534168,0,0,UNET,0,4096,0.25969999842345715,1.8452000003890134,0.582,0.617,1.5855000019655563,96.45630000159144,0.5512999996426515,99.25249999650987
56,450,0.9998321537571397,0.99957275390625,0.9996,32754,middle,0.9998258929534168,1,1,SKIP,1,4096,0.2116999967256561,1.7276999933528714,0.515,0.552,1.5159999966272153,0.0,0.4778000002261251,2.4795999997877516
57,440,0.9994866875950559,0.99957275390625,0.9996,32754,middle,0.9998271451141615,0,0,UNET,0,4096,0.1494999960414134,1.6677000021445565,0.56,0.594,1.518200006103143,96.60160000203177,0.5400000009103678,99.15530000580475
58,430,0.9998323228804903,0.99957275390625,0.9996,32754,middle,0.9998271451141615,1,1,SKIP,1,4096,0.2145000034943223,1.7152000073110685,0.51,0.547,1.5007000038167462,0.0,0.47510000149486586,2.479200004017912
59,420,0.9994959908991538,0.99957275390625,0.9996,32754,middle,0.9998281806674274,0,0,UNET,0,4096,0.18450000061420724,1.6728999980841763,0.577,0.612,1.488399997469969,97.52409999782685,0.5969000048935413,100.47689999919385
60,410,0.9998283248064267,0.99957275390625,0.9996,32754,middle,0.9998281806674274,1,1,SKIP,1,4096,0.25009999808389693,1.7929999958141707,0.515,0.551,1.5428999977302738,0.0,0.5977999971946701,2.7091999945696443
61,400,0.9995072545326946,0.99957275390625,0.9996,32754,middle,0.9998282094952273,0,0,UNET,0,4096,0.21579999884124845,1.7006999987643212,0.574,0.609,1.4848999999230728,96.80559999833349,0.6452999950852245,99.67270000197459
62,390,0.9998349930319551,0.99957275390625,0.9996,32754,middle,0.9998282094952273,1,1,SKIP,1,4096,0.24880000273697078,1.7414000030839816,0.512,0.548,1.4926000003470108,0.0,0.5115000021760352,2.5394999975105748
63,380,0.9995167306495695,0.99957275390625,0.9996,32754,middle,0.9998295662025729,0,0,UNET,0,4096,0.14699999883305281,1.5940000012051314,0.561,0.596,1.4470000023720786,96.13630000239937,0.4821999973501079,98.54259999701753
64,370,0.9998364389028416,0.99957275390625,0.9996,32754,middle,0.9998295662025729,1,1,SKIP,1,4096,0.14759999612579122,1.6351999947801232,0.514,0.549,1.487599998654332,0.0,0.4945999971823767,2.3564000002807006
65,360,0.9995434908228207,0.99957275390625,0.9996,32754,middle,0.9998309407426267,0,0,UNET,0,4096,0.13860000035492703,1.730299998598639,0.671,0.708,1.5916999982437119,96.12990000459831,0.3698999935295433,98.47009999793954
66,350,0.999840757234187,0.99957275390625,0.9996,32754,middle,0.9998309407426267,1,1,SKIP,1,4096,0.16280000272672623,1.609999999345746,0.52,0.557,1.4471999966190197,0.0,0.4552999962470494,2.3182000004453585
67,340,0.9995501147136447,0.99957275390625,0.9996,32754,middle,0.9998329040409388,0,0,UNET,0,4096,0.13359999866224825,1.640000002225861,0.563,0.598,1.5064000035636127,95.99439999874448,0.38160000258358195,98.26669999893056
68,330,0.9998441198029577,0.99957275390625,0.9996,32754,middle,0.9998329040409388,1,1,SKIP,1,4096,0.1523000028100796,1.6065000017988496,0.512,0.549,1.45419999898877,0.0,0.4813999985344708,2.3069000017130747
69,320,0.9995732578269282,0.99957275390625,0.9996,32754,middle,0.9998351471933427,1,1,SKIP,2,4096,0.130899999930989,1.5510000012000091,0.507,0.542,1.4201000012690201,0.0,0.4515999971772544,2.2227999943424948
70,310,0.9991208620959193,0.99957275390625,0.9996,32754,middle,0.9998351471933427,0,0,UNET,0,4096,0.13469999976223335,1.6112000012071803,0.577,0.612,1.476500001444947,97.08010000031209,0.60710000252584,99.5411999974749
71,300,0.9998482263346593,0.999481201171875,0.9994851471933427,32751,late_adaptive,0.9998351471933427,1,1,SKIP,1,4096,0.1512000017100945,1.5876000034040771,0.509,0.544,1.4364000016939826,0.0,0.44329999946057796,2.2763000015402213
72,290,0.9995986138113537,0.999481201171875,0.999487763021606,32751,late_adaptive,0.999837763021606,1,1,SKIP,2,4096,0.13330000365385786,1.5727000063634478,0.511,0.546,1.43940000270959,0.0,0.44219999836059287,2.2308000043267384
73,280,0.9991659294006028,0.999481201171875,0.999487763021606,32751,late_adaptive,0.999837763021606,0,0,UNET,0,4096,0.12650000280700624,1.5993000051821582,0.577,0.612,1.472800002375152,96.1481000049389,0.37030000385129824,98.3529000004637
74,270,0.9998571759660415,0.999481201171875,0.999487763021606,32751,late_adaptive,0.999837763021606,1,1,SKIP,1,4096,0.15949999942677096,1.5826000017113984,0.509,0.544,1.4231000022846274,0.0,0.44720000005327165,2.2700000045006163
75,260,0.9996117904815791,0.999481201171875,0.9994916456104931,32751,late_adaptive,0.999841645610493,1,1,SKIP,2,4096,0.131200002215337,1.534800001536496,0.513,0.547,1.403599999321159,0.0,0.45789999421685934,2.194799999415409
76,250,0.999233448145442,0.999481201171875,0.9994916456104931,32751,late_adaptive,0.999841645610493,0,0,UNET,0,4096,0.14560000272467732,1.7153000007965602,0.581,0.617,1.5696999980718829,96.10779999638908,0.3808000037679449,98.4357999986969
77,240,0.9998579896131174,0.999481201171875,0.9994916456104931,32751,late_adaptive,0.999841645610493,1,1,SKIP,1,4096,0.17320000188192353,1.6039999973145314,0.515,0.55,1.4307999954326078,0.0,0.4487999976845458,2.25279999722261
78,230,0.9996342266182422,0.999481201171875,0.999494914411018,32751,late_adaptive,0.999844914411018,1,1,SKIP,2,4096,0.14850000297883525,1.5824000001884997,0.509,0.544,1.4338999972096644,0.0,0.4819000023417175,2.270400000270456
79,220,0.9992706556995199,0.999481201171875,0.999494914411018,32751,late_adaptive,0.999844914411018,0,0,UNET,0,4096,0.1317000060225837,1.6314000095007941,0.561,0.596,1.4997000034782104,96.04760000365786,0.37730000622104853,98.29280000121798
80,210,0.9998578865272778,0.999481201171875,0.999494914411018,32751,late_adaptive,0.999844914411018,1,1,SKIP,1,4096,0.14279999595601112,1.5703999961260706,0.511,0.548,1.4276000001700595,0.0,0.38919999497011304,2.194900000176858
81,200,0.9996574693286048,0.999481201171875,0.99949750883427,32751,late_adaptive,0.99984750883427,1,1,SKIP,2,4096,0.1297999988310039,1.5474999963771552,0.512,0.547,1.4176999975461513,0.0,0.45619999582413584,2.2299999982351437
82,190,0.9993096059597499,0.999481201171875,0.99949750883427,32751,late_adaptive,0.99984750883427,0,0,UNET,0,4096,0.1292000015382655,1.6047999961301684,0.58,0.616,1.475599994591903,96.01589999510907,0.5122000002302229,98.38440000021365
83,180,0.9998637928585393,0.999481201171875,0.99949750883427,32751,late_adaptive,0.99984750883427,1,1,SKIP,1,4096,0.13309999485500157,1.5816999948583543,0.515,0.551,1.4486000000033528,0.0,0.661700003547594,2.5198000003001653
84,170,0.9996645160916129,0.999481201171875,0.999500765639124,32751,late_adaptive,0.999850765639124,1,1,SKIP,2,4096,0.16989999858196825,1.6160999948624521,0.512,0.547,1.446199996280484,0.0,0.6283000038820319,2.4984000046970323
85,160,0.9993427325504461,0.999481201171875,0.999500765639124,32751,late_adaptive,0.999850765639124,0,0,UNET,0,4096,0.16670000331941992,1.6552000015508384,0.579,0.614,1.4884999982314184,96.301500001573,0.5113000006531365,98.75289999763481
86,150,0.9998633957927878,0.999481201171875,0.999500765639124,32751,late_adaptive,0.999850765639124,1,1,SKIP,1,4096,0.1694999955361709,1.6231999979936518,0.513,0.548,1.4537000024574809,0.0,0.4737999988719821,2.3492000036640093
87,140,0.9996766488539598,0.999481201171875,0.9995032916698569,32751,late_adaptive,0.9998532916698568,1,1,SKIP,2,4096,0.14930000179447234,1.7041000028257258,0.514,0.55,1.5548000010312535,0.0,0.40609999996377155,2.3166000028140843
88,130,0.9993567082993964,0.999481201171875,0.9995032916698569,32751,late_adaptive,0.9998532916698568,0,0,UNET,0,4096,0.11860000086016953,1.5914000032353215,0.561,0.596,1.472800002375152,96.34850000293227,0.5247000008239411,98.7327999973786
89,120,0.9998660979138029,0.999481201171875,0.9995032916698569,32751,late_adaptive,0.9998532916698568,1,1,SKIP,1,4096,0.19969999993918464,1.746300004015211,0.508,0.544,1.5466000040760264,0.0,0.4811999970115721,2.472600004693959
90,110,0.9996904420113502,0.999481201171875,0.9995058529186461,32751,late_adaptive,0.9998558529186461,1,1,SKIP,2,4096,0.13970000145491213,1.5648999979021028,0.51,0.544,1.4251999964471906,0.0,0.4813999985344708,2.2631000028923154
91,100,0.9993859500914957,0.999481201171875,0.9995058529186461,32751,late_adaptive,0.9998558529186461,0,0,UNET,0,4096,0.13129999570082873,1.6015000001061708,0.561,0.595,1.470200004405342,96.13959999842336,0.6107000008341856,98.68510000524111
92,90,0.9998646114456609,0.999481201171875,0.9995058529186461,32751,late_adaptive,0.9998558529186461,1,1,SKIP,1,4096,0.20170000061625615,1.6625999996904284,0.51,0.546,1.4608999990741722,0.0,0.4673000003094785,2.391300004092045
93,80,0.9996745896096383,0.999481201171875,0.9995076046240492,32751,late_adaptive,0.9998576046240492,1,1,SKIP,2,4096,0.15590000111842528,1.577399998495821,0.51,0.545,1.4214999973773956,0.0,0.4475999958231114,2.2400000016205013
94,70,0.9993641046551855,0.999481201171875,0.9995076046240492,32751,late_adaptive,0.9998576046240492,0,0,UNET,0,4096,0.14509999891743064,1.683399998000823,0.56,0.594,1.5382999990833923,96.13099999842234,0.39480000123148784,98.45530000166036
95,60,0.9998599207461178,0.999481201171875,0.9995076046240492,32751,late_adaptive,0.9998576046240492,1,1,SKIP,1,4096,0.14369999553309754,1.6500999990967102,0.515,0.551,1.5064000035636127,0.0,0.5544000014197081,2.6290000023436733
96,50,0.9996656446544859,0.999481201171875,0.999508067848463,32751,late_adaptive,0.999858067848463,1,1,SKIP,2,4096,0.20059999951627105,1.6439999963040464,0.507,0.541,1.4433999967877753,0.0,0.5443999980343506,2.448899998853449
97,40,0.9992996337106579,0.999481201171875,0.999508067848463,32751,late_adaptive,0.999858067848463,0,0,UNET,0,4096,0.15590000111842528,1.6518000047653913,0.581,0.616,1.495900003646966,96.0821999979089,0.3995000006398186,98.41609999421053
98,30,0.9998548405426191,0.999481201171875,0.999508067848463,32751,late_adaptive,0.999858067848463,1,1,SKIP,1,4096,0.13919999764766544,1.585899997735396,0.511,0.547,1.4467000000877306,0.0,0.6821999995736405,2.6339999967603944
99,20,0.9995978345341214,0.999481201171875,0.9995074223872943,32751,late_adaptive,0.9998574223872942,1,1,SKIP,2,4096,0.23670000518905,1.718300009088125,0.511,0.546,1.481600003899075,0.0,0.48799999785842374,2.4836000011418946
100,10,0.9990302311240148,0.999481201171875,0.9995074223872943,32751,late_adaptive,0.9998574223872942,0,0,UNET,0,4096,0.1475000026402995,1.6455000004498288,0.558,0.593,1.4979999978095293,97.24149999965448,0.4074000025866553,99.60519999731332
